concessionaria_ped;praca_de_pedagio;rodovia_ped;uf_ped;km_m_ped;municipio_ped;sentido_ped;situacao_ped;latitude_ped;longitude_ped;concessionaria_rad;tipo_de_radar;rodovia_rad;uf_rad;km_m_rad;municipio;tipo_pista;sentido_rad;situacao_rad;latitude_rad;longitude_rad;velocidade_leve;velocidade_pesado;UF_rod;extencao_km_federal
;;;;;;;;;;ECOVIAS CAPIXABA;Controlador;BR-101;ES;147,2;Linhares;Marginal;Decrescente;Ativo;-19,3803;-40,0666;60;60;;
;;;;;;;;;;ECOVIAS CAPIXABA;Controlador;BR-101;ES;147,05;Linhares;Marginal;Crescente;Ativo;-19,3795;-40,0668;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;634,22;Aliança do Tocantins;Principal;Crescente/Decrescente;Ativo;-18,906409;-48,332917;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;653,13;Dueré;Principal;Crescente/Decrescente;Ativo;-11,559894;-49,026721;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;660,59;Gurupi;Principal;Crescente/Decrescente;Ativo;-11,62414;-49,048193;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;667,76;Gurupi;Principal;Crescente;Ativo;-11,685878;-49,068921;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;668,19;Gurupi;Principal;Decrescente;Ativo;-11,689545;-49,070079;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;678,76;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;-11,775574;-49,10821;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;684,63;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;-11,822468;-49,133432;100;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;688,79;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;-11,8567;-49,149791;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;TO;692,6;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;-11,88802;-49,164734;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;717,88;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;-12,10332;-49,18631;100;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;765,76;Alvorada;Principal;Crescente/Decrescente;Ativo;-12,521229;-49,106343;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;TO;791,6;Talismã;Principal;Crescente/Decrescente;Ativo;-12,74498;-49,082581;100;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;64,66;Porangatu;Principal;Crescente/Decrescente;Ativo;-13,384849;-49,127955;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;71;Porangatu;Principal;Crescente/Decrescente;Ativo;-13,441651;-49,132927;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;73,03;Porangatu;Principal;Crescente/Decrescente;Ativo;-13,459724;-49,135612;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;93,53;Santa Tereza de Goiás;Principal;Crescente/Decrescente;Ativo;-13,597911;-49,041876;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;138;Mara Rosa;Principal;Crescente/Decrescente;Ativo;-13,984564;-49,090591;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;155,44;Campinorte;Principal;Crescente/Decrescente;Ativo;-14,138011;-49,114133;100;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;161,61;Campinorte;Principal;Decrescente;Ativo;-14,191959;-49,127816;100;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;200,295;Uruaçu;Principal;Crescente/Decrescente;Ativo;-14,533858;-49,161073;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;205,58;Uruaçu;Principal;Crescente/Decrescente;Ativo;-14,580323;-49,15949;100;100;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;208,17;Uruaçu;Principal;Decrescente;Ativo;-14,603128;-49,165912;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;209,22;Uruaçu;Principal;Crescente;Ativo;-14,612282;-49,168662;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;218,44;Uruaçu;Principal;Crescente/Decrescente;Ativo;-14,685393;-49,208902;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;234,56;Hidrolina;Principal;Crescente/Decrescente;Ativo;-14,8081;-49,289761;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;236,64;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;-14,824028;-49,299898;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;241,685;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;-14,862101;-49,325789;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;259,395;São Luiz do Norte;Principal;Crescente;Ativo;-14,999505;-49,410603;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;277,42;Nova Glória;Principal;Crescente/Decrescente;Ativo;-15,128675;-49,510637;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;290,395;Rialma;Principal;Crescente/Decrescente;Ativo;-15,231696;-49,5551;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;293,14;Rialma;Principal;Crescente/Decrescente;Ativo;-15,254216;-49,551449;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;300,58;Rialma;Principal;Crescente/Decrescente;Ativo;-15,310915;-49,572192;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;304,365;Rialma;Principal;Crescente/Decrescente;Ativo;-15,344979;-49,568783;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;309,45;Rialma;Principal;Crescente/Decrescente;Ativo;-15,38723;-49,550791;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;317,95;Rianápolis;Principal;Crescente;Ativo;-15,447988;-49,505805;40;40;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;321,1;Rianápolis;Principal;Crescente/Decrescente;Ativo;-15,474912;-49,49578;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;325;Rianápolis;Principal;Crescente/Decrescente;Ativo;-15,505152;-49,47851;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;354,075;Jaraguá;Principal;Crescente/Decrescente;Ativo;-15,715916;-49,329607;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;356,21;Jaraguá;Principal;Crescente;Ativo;-15,733853;-49,323849;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-153;GO;356,6;Jaraguá;Principal;Decrescente;Ativo;-15,736904;-49,322539;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;362,4;Jaraguá;Principal;Crescente/Decrescente;Ativo;-15,786291;-49,303159;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;365,21;Jaraguá;Principal;Crescente/Decrescente;Ativo;-15,809904;-49,294115;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;373,27;São Francisco de Goiás;Principal;Crescente/Decrescente;Ativo;-15,87111;-49,25339;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;403,65;Pirenópolis;Principal;Crescente/Decrescente;Ativo;-16,067973;-49,059638;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;409,45;Pirenópolis;Principal;Crescente/Decrescente;Ativo;-16,109264;-49,030959;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;412,85;Anápolis;Principal;Crescente/Decrescente;Ativo;-16,133671;-49,047662;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;415,55;Anápolis;Principal;Decrescente;Ativo;-16,157159;-49,043635;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;416,19;Anápolis;Principal;Crescente;Ativo;-16,163261;-49,043457;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;418,065;Anápolis;Principal;Decrescente;Ativo;-16,18024;-49,042126;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;424,475;Anápolis;Principal;Crescente;Ativo;-16,227873;-49,009907;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;426,175;Anápolis;Principal;Crescente;Ativo;-16,242058;-49,003264;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;428,045;Anápolis;Principal;Crescente;Ativo;-16,254773;-48,991761;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;430,685;Anápolis;Principal;Decrescente;Ativo;-16,271461;-48,974186;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;430,885;Anápolis;Principal;Crescente;Ativo;-16,27253;-48,972678;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;433,045;Anápolis;Principal;Crescente;Ativo;-16,282801;-48,955326;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;434,425;Anápolis;Principal;Crescente;Ativo;-16,286986;-48,943195;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;435,425;Anápolis;Principal;Decrescente;Ativo;-16,291348;-48,93504;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;436,635;Anápolis;Principal;Crescente;Ativo;-16,299461;-48,927526;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;437,27;Anápolis;Principal;Decrescente;Ativo;-16,304463;-48,924616;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;440,775;Anápolis;Principal;Decrescente;Ativo;-16,335995;-48,92249;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-153;GO;441,03;Anápolis;Principal;Crescente;Ativo;-16,33815;-48,922778;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-80;GO;130,21;Barro Alto;Principal;Decrescente;Ativo;-14,988166;-48,911473;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-80;GO;129,93;Barro Alto;Principal;Crescente;Ativo;-14,989301;-48,909156;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-80;GO;125;Barro Alto;Principal;Crescente/Decrescente;Ativo;-15,030973;-48,893726;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-80;GO;94,5;Vila Propício;Principal;Crescente/Decrescente;Ativo;-15,208355;-48,701911;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;332,76;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;-15,486599;-48,618535;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;356,4;Cocalzinho de Goiás;Principal;Crescente;Ativo;-15,670209;-48,698215;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;356,715;Cocalzinho de Goiás;Principal;Decrescente;Ativo;-15,671297;-48,700759;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;362,8;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;-15,715381;-48,695734;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;363,6;Cocalzinho de Goiás;Principal;Crescente/Decrescente;Ativo;-15,722055;-48,699035;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;392,625;Corumbá de Goiás;Principal;Crescente;Ativo;-15,916196;-48,807403;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;394,515;Corumbá de Goiás;Principal;Decrescente;Ativo;-15,931451;-48,805083;50;50;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;412;Abadiânia;Principal;Crescente/Decrescente;Ativo;-16,052248;-48,853335;40;40;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;417,23;Abadiânia;Principal;Crescente;Ativo;-16,103908;-48,869386;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;432,375;Abadiânia;Principal;Crescente/Decrescente;Ativo;-16,217023;-48,920243;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;421,4;Abadiânia;Principal;Crescente/Decrescente;Ativo;-16,127488;-48,895143;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;434,87;Anápolis;Principal;Crescente;Ativo;-16,236223;-48,932407;80;80;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Controlador;BR-414;GO;436,36;Anápolis;Principal;Decrescente;Ativo;-16,249033;-48,934741;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;438,6;Anápolis;Principal;Crescente/Decrescente;Ativo;-16,268962;-48,939551;60;60;;
;;;;;;;;;;ECOVIAS DO ARAGUAIA;Redutor;BR-414;GO;440,8;Anápolis;Principal;Crescente/Decrescente;Ativo;-16,282363;-48,942771;60;60;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;643,4;Uberlândia;Principal;Decrescente;Ativo;-18,88326;-48,478578;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;637,94;Uberlândia;Principal;Decrescente;Ativo;-18,889145;-48,444055;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;637,645;Uberlândia;Principal;Crescente;Ativo;-18,889142;-48,441237;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;635,85;Uberlândia;Principal;Decrescente;Ativo;-18,891811;-48,4244;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;629,17;Uberlândia;Principal;Crescente;Ativo;-18,900505;-48,36198;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;628,6;Uberlândia;Principal;Decrescente;Ativo;-18,901461;-48,356681;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;627,09;Uberlândia;Principal;Decrescente;Ativo;-18,904031;-48,34073;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;626;Uberlândia;Principal;Crescente;Ativo;-18,906409;-48,332917;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;710,87;Monte Alegre de Minas;Principal;Decrescente;Ativo;-18,879289;-49,096271;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;159,15;Jataí;Principal;Crescente;Ativo;-18,094142;-51,497463;50;50;;
;;;;;;;;;;ECOVIAS DO CERRADO;Redutor;BR-364;GO;172,8;Jataí;Principal;Crescente/Decrescente;Ativo;-17,999415;-51,57282;60;60;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;166;Jataí;Principal;Crescente;Ativo;-18,051328;-51,544559;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;101;Cachoeira Alta;Principal;Decrescente;Ativo;-18,403368;-51,105432;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;116,3;Aparecida do Rio Doce;Principal;Decrescente;Ativo;-18,290596;-51,165266;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;56,82;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;-18,757252;-50,932331;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;106,2;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;-18,359134;-51,119269;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;100,5;Cachoeira Alta;Principal;Crescente;Ativo;-18,414519;-51,096512;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;29;Paranaiguara;Principal;Crescente;Ativo;-18,89513;-50,725629;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;6,85;São Simão;Principal;Crescente/Decrescente;Ativo;-19,005163;-50,554056;60;60;;
;;;;;;;;;;ECOVIAS DO CERRADO;Redutor;BR-364;GO;5,38;São Simão;Principal;Crescente;Ativo;-19,013493;-50,542701;50;50;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-364;GO;65;Cachoeira Alta;Principal;Crescente/Decrescente;Ativo;-18,692943;-50,973194;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;869,3;Santa Vitória;Principal;Crescente;Ativo;-19,046004;-50,494352;60;60;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;739,9;Ituiutaba;Principal;Crescente/Decrescente;Ativo;-18,912353;-49,37036;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;780,3;Ituiutaba;Principal;Crescente/Decrescente;Ativo;-18,956561;-49,728001;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;739;Ituiutaba;Principal;Crescente/Decrescente;Ativo;-18,911026;-49,361912;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;726,5;Monte Alegre de Minas;Principal;Crescente/Decrescente;Ativo;-18,894586;-49,24531;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;688;Monte Alegre de Minas;Principal;Crescente;Ativo;-18,876278;-48,880364;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;687,15;Monte Alegre de Minas;Principal;Decrescente;Ativo;-18,874653;-48,873571;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;685,9;Monte Alegre de Minas;Principal;Crescente;Ativo;-18,865178;-48,866696;80;80;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;654,82;Monte Alegre de Minas;Principal;Crescente;Ativo;-18,871536;-48,598392;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;681;Monte Alegre de Minas;Principal;Decrescente;Ativo;-18,849724;-48,827328;110;90;;
;;;;;;;;;;ECOVIAS DO CERRADO;Controlador;BR-365;MG;681;Monte Alegre de Minas;Principal;Decrescente;Ativo;-18,849724;-48,827328;110;90;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;323,7;Niterói;Principal;Crescente;Ativo;-22,873872;-43,125076;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;323,7;Niterói;Principal;Decrescente;Ativo;-22,873872;-43,125076;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;325,94;Niterói;Principal;Decrescente;Ativo;-22,871861;-43,147095;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;327,63;Niterói;Principal;Crescente;Ativo;-22,870416;-43,163312;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;329,9;Niterói;Principal;Crescente;Ativo;-22,868429;-43,185028;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;329,9;Niterói;Principal;Decrescente;Ativo;-22,868429;-43,185028;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;332,72;Niterói;Principal;Crescente;Ativo;-22,876172;-43,208744;80;80;;
;;;;;;;;;;ECOVIAS PONTE;Controlador;BR-101;RJ;332,72;Niterói;Principal;Decrescente;Ativo;-22,876172;-43,208744;80;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;RJ;39,075;São José do Vale do Rio Preto;Principal;Crescente/Decrescente;Ativo;-22,122826;-42,778941;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;40,305;São José do Vale do Rio Preto;Principal;Crescente;Ativo;-22,132894;-42,779433;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;40,515;Teresópolis;Principal;Decrescente;Ativo;-22,13442;-42,78019;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;56,52;Teresópolis;Principal;Crescente/Decrescente;Ativo;-22,20454;-42,89744;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;64,353;Teresópolis;Principal;Crescente/Decrescente;Ativo;-22,267896;-42,924814;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;69,552;Teresópolis;Principal;Crescente/Decrescente;Ativo;-22,311107;-42,937463;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;73,197;Teresópolis;Principal;Crescente/Decrescente;Ativo;-22,34219;-42,93937;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;80,805;Teresópolis;Principal;Crescente/Decrescente;Ativo;-22,39197;-42,95308;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;94,653;Guapimirim;Principal;Crescente;Ativo;-22,4664;-43,001085;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;202,702;Queimados;Principal;Decrescente;Ativo;-22,731833;-43,619722;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-465;RJ;7,266;Seropédica;Principal;Crescente;Ativo;-22,760311;-43,687341;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;2,241;Sapucaia;Principal;Decrescente;Ativo;-21,881485;-42,680909;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;10,5;Seropédica;Principal;Decrescente;Ativo;-22,777844;-43,662371;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;580,47;Manhuaçu;Principal;Crescente;Ativo;-20,197911;-42,183333;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;10,38;Seropédica;Principal;Crescente;Ativo;-22,777844;-43,662371;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;171,265;Rio de Janeiro;Principal;Decrescente;Ativo;-22,808143;-43,339485;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;108,17;Guapimirim;Principal;Crescente;Ativo;-22,533422;-42,993942;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;173,46;São João de Meriti;Principal;Decrescente;Ativo;-22,797708;-43,358346;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;415,52;Governador Valadares;Principal;Crescente;Ativo;-18,894123;-41,947656;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;499,435;Inhapim;Principal;Decrescente;Ativo;-19,558872;-42,123319;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;497,2;Inhapim;Principal;Decrescente;Ativo;-19,540845;-42,126032;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;8,363;Seropédica;Principal;Crescente/Decrescente;Ativo;-22,766679;-43,679424;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;519,765;Caratinga;Principal;Decrescente;Ativo;-19,72671;-42,13283;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;410,97;Governador Valadares;Principal;Crescente;Ativo;-18,867039;-41,973164;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;411;Governador Valadares;Principal;Decrescente;Ativo;-18,867078;-41,972672;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;413,185;Governador Valadares;Principal;Crescente;Ativo;-18,881592;-41,958552;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;413,205;Governador Valadares;Principal;Decrescente;Ativo;-18,881504;-41,958267;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;415,1;Governador Valadares;Principal;Crescente/Decrescente;Ativo;-18,89054;-41,946506;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;416,515;Governador Valadares;Principal;Crescente/Decrescente;Ativo;-18,902136;-41,944369;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;422,815;Alpercata;Principal;Crescente/Decrescente;Ativo;-18,951785;-41,956907;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;426,855;Alpercata;Principal;Crescente;Ativo;-18,97687;-41,98266;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;454,95;Engenheiro Caldas;Principal;Crescente/Decrescente;Ativo;-19,193822;-42,043659;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;497,22;Inhapim;Principal;Crescente;Ativo;-19,32262;-42,07341;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;499,435;Inhapim;Principal;Crescente;Ativo;-19,558904;-42,123465;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;507,76;Ubaporanga;Principal;Crescente;Ativo;-19,628302;-42,106406;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;526,22;Caratinga;Principal;Crescente;Ativo;-19,782227;-42,133357;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;526,43;Caratinga;Principal;Crescente;Ativo;-19,783998;-42,133945;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;526,63;Caratinga;Principal;Crescente;Ativo;-19,785589;-42,134872;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;526,65;Caratinga;Principal;Decrescente;Ativo;-19,78583;-42,134755;50;50;;
